event_id,customer_id,event_type,event_date,from_plan,to_plan,reason,mrr_impact
EVT0003783,CUST03914,Upgrade,2024-05-16,Pro,Business,Plan Upgrade,100
EVT0003784,CUST03916,Churn,2023-04-04,Business,,Missing features,-149
EVT0003785,CUST03917,Churn,2022-08-15,Business,,Company shutdown,-149
EVT0003786,CUST03918,Downgrade,2024-08-19,Business,Free,Plan Downgrade,-149
EVT0003787,CUST03918,Churn,2024-10-22,Free,,Upgraded to paid,0
EVT0003788,CUST03919,Churn,2024-05-27,Business,,Budget cuts,-149
EVT0003789,CUST03920,Churn,2023-04-18,Free,,No longer needed,0
EVT0003790,CUST03921,Upgrade,2024-09-18,Pro,Business,Plan Upgrade,100
EVT0003791,CUST03922,Churn,2024-05-20,Free,,No longer needed,0
EVT0003792,CUST03923,Churn,2024-01-08,Pro,,Missing features,-49
EVT0003793,CUST03924,Churn,2024-11-06,Business,,Missing features,-149
EVT0003794,CUST03925,Churn,2024-05-14,Pro,,Budget cuts,-49
EVT0003795,CUST03926,Churn,2023-04-08,Pro,,Switched to competitor,-49
EVT0003796,CUST03927,Churn,2024-10-06,Business,,Too expensive,-149
EVT0003797,CUST03928,Churn,2023-05-16,Pro,,Missing features,-49
EVT0003798,CUST03929,Upgrade,2023-03-14,Pro,Business,Plan Upgrade,100
EVT0003799,CUST03929,Churn,2024-03-19,Business,,Missing features,-149
EVT0003800,CUST03930,Churn,2023-06-03,Free,,No longer needed,0
EVT0003801,CUST03937,Downgrade,2024-09-18,Pro,Free,Plan Downgrade,-49
EVT0003802,CUST03937,Upgrade,2024-10-18,Free,Pro,Plan Upgrade,49
EVT0003803,CUST03938,Churn,2023-12-15,Free,,Upgraded to paid,0
EVT0003804,CUST03939,Churn,2022-12-25,Pro,,Budget cuts,-49
EVT0003805,CUST03940,Upgrade,2022-10-10,Pro,Business,Plan Upgrade,100
EVT0003806,CUST03940,Churn,2023-06-01,Business,,Budget cuts,-149
EVT0003807,CUST03942,Churn,2024-09-07,Free,,Switched to competitor,0
EVT0003808,CUST03945,Downgrade,2024-01-14,Business,Pro,Plan Downgrade,-100
EVT0003809,CUST03945,Churn,2024-09-03,Pro,,Missing features,-49
EVT0003810,CUST03948,Upgrade,2023-01-28,Free,Pro,Plan Upgrade,49
EVT0003811,CUST03948,Upgrade,2023-03-29,Pro,Business,Plan Upgrade,100
EVT0003812,CUST03949,Churn,2023-01-26,Free,,Upgraded to paid,0
EVT0003813,CUST03950,Upgrade,2024-11-10,Pro,Business,Plan Upgrade,100
EVT0003814,CUST03951,Churn,2024-10-06,Pro,,Switched to competitor,-49
EVT0003815,CUST03952,Churn,2023-04-15,Free,,No longer needed,0
EVT0003816,CUST03954,Churn,2022-10-27,Free,,Switched to competitor,0
EVT0003817,CUST03955,Upgrade,2023-01-03,Pro,Business,Plan Upgrade,100
EVT0003818,CUST03956,Churn,2023-12-28,Free,,Upgraded to paid,0
EVT0003819,CUST03957,Churn,2024-06-07,Free,,Switched to competitor,0
EVT0003820,CUST03958,Churn,2023-03-09,Free,,No longer needed,0
EVT0003821,CUST03959,Downgrade,2024-04-02,Pro,Free,Plan Downgrade,-49
EVT0003822,CUST03960,Upgrade,2024-08-27,Free,Business,Plan Upgrade,149
EVT0003823,CUST03961,Churn,2022-11-26,Free,,Upgraded to paid,0
EVT0003824,CUST03963,Churn,2023-09-08,Free,,No longer needed,0
EVT0003825,CUST03964,Downgrade,2023-12-22,Business,Free,Plan Downgrade,-149
EVT0003826,CUST03964,Churn,2024-11-22,Free,,No longer needed,0
EVT0003827,CUST03965,Churn,2023-12-25,Free,,Switched to competitor,0
EVT0003828,CUST03967,Churn,2024-10-30,Free,,Switched to competitor,0
EVT0003829,CUST03968,Downgrade,2024-10-18,Pro,Free,Plan Downgrade,-49
EVT0003830,CUST03970,Churn,2024-04-08,Pro,,Missing features,-49
EVT0003831,CUST03972,Churn,2024-01-04,Free,,No longer needed,0
EVT0003832,CUST03973,Downgrade,2023-02-14,Business,Pro,Plan Downgrade,-100
EVT0003833,CUST03973,Downgrade,2024-03-10,Pro,Free,Plan Downgrade,-49
EVT0003834,CUST03973,Churn,2024-07-27,Free,,Switched to competitor,0
EVT0003835,CUST03974,Churn,2024-08-16,Free,,No longer needed,0
EVT0003836,CUST03975,Churn,2024-02-01,Business,,Switched to competitor,-149
EVT0003837,CUST03976,Churn,2023-02-17,Free,,Upgraded to paid,0
EVT0003838,CUST03977,Churn,2023-01-07,Pro,,Switched to competitor,-49
EVT0003839,CUST03978,Churn,2024-09-19,Pro,,Switched to competitor,-49
EVT0003840,CUST03979,Churn,2024-10-07,Business,,Budget cuts,-149
EVT0003841,CUST03980,Churn,2024-12-18,Pro,,Switched to competitor,-49
EVT0003842,CUST03981,Downgrade,2023-04-12,Pro,Free,Plan Downgrade,-49
EVT0003843,CUST03981,Churn,2023-11-17,Free,,Switched to competitor,0
EVT0003844,CUST03983,Upgrade,2023-04-26,Free,Pro,Plan Upgrade,49
EVT0003845,CUST03983,Downgrade,2023-07-25,Pro,Free,Plan Downgrade,-49
EVT0003846,CUST03984,Upgrade,2024-01-17,Free,Pro,Plan Upgrade,49
EVT0003847,CUST03984,Upgrade,2024-02-16,Pro,Business,Plan Upgrade,100
EVT0003848,CUST03984,Churn,2024-04-13,Business,,Switched to competitor,-149
EVT0003849,CUST03985,Downgrade,2024-10-27,Business,Pro,Plan Downgrade,-100
EVT0003850,CUST03985,Upgrade,2024-11-26,Pro,Business,Plan Upgrade,100
EVT0003851,CUST03986,Upgrade,2023-12-21,Free,Pro,Plan Upgrade,49
EVT0003852,CUST03986,Downgrade,2024-02-19,Pro,Free,Plan Downgrade,-49
EVT0003853,CUST03987,Churn,2024-06-25,Free,,No longer needed,0
EVT0003854,CUST03988,Churn,2024-12-09,Business,,Company shutdown,-149
EVT0003855,CUST03989,Upgrade,2022-10-01,Free,Pro,Plan Upgrade,49
EVT0003856,CUST03989,Churn,2023-05-05,Pro,,Switched to competitor,-49
EVT0003857,CUST03990,Churn,2023-09-22,Free,,No longer needed,0
EVT0003858,CUST03991,Downgrade,2024-07-01,Business,Pro,Plan Downgrade,-100
EVT0003859,CUST03994,Churn,2024-06-02,Free,,No longer needed,0
EVT0003860,CUST03995,Churn,2023-12-18,Business,,Budget cuts,-149
EVT0003861,CUST03997,Churn,2022-04-22,Free,,Switched to competitor,0
EVT0003862,CUST03998,Churn,2023-03-05,Business,,Missing features,-149
EVT0003863,CUST03999,Downgrade,2024-10-24,Business,Pro,Plan Downgrade,-100
EVT0003864,CUST04000,Churn,2022-06-22,Pro,,Switched to competitor,-49
EVT0003865,CUST04001,Churn,2024-01-25,Free,,No longer needed,0
EVT0003866,CUST04002,Upgrade,2023-08-22,Free,Pro,Plan Upgrade,49
EVT0003867,CUST04002,Churn,2024-02-28,Pro,,Missing features,-49
EVT0003868,CUST04003,Churn,2024-08-20,Business,,Missing features,-149
EVT0003869,CUST04004,Upgrade,2023-03-01,Free,Pro,Plan Upgrade,49
EVT0003870,CUST04004,Churn,2023-09-20,Pro,,Switched to competitor,-49
EVT0003871,CUST04005,Churn,2023-12-16,Free,,No longer needed,0
EVT0003872,CUST04006,Churn,2022-08-05,Free,,No longer needed,0
EVT0003873,CUST04007,Churn,2024-09-21,Free,,Upgraded to paid,0
EVT0003874,CUST04008,Upgrade,2022-07-08,Free,Pro,Plan Upgrade,49
EVT0003875,CUST04009,Churn,2023-01-24,Free,,Upgraded to paid,0
EVT0003876,CUST04010,Upgrade,2024-08-07,Pro,Business,Plan Upgrade,100
EVT0003877,CUST04010,Churn,2024-09-09,Business,,Switched to competitor,-149
EVT0003878,CUST04011,Churn,2023-10-10,Business,,Budget cuts,-149
EVT0003879,CUST04012,Churn,2022-06-28,Pro,,Switched to competitor,-49
EVT0003880,CUST04013,Downgrade,2022-11-24,Pro,Free,Plan Downgrade,-49
EVT0003881,CUST04013,Churn,2023-04-11,Free,,Switched to competitor,0
EVT0003882,CUST04015,Churn,2024-01-27,Free,,Upgraded to paid,0
EVT0003883,CUST04017,Churn,2023-11-04,Free,,Switched to competitor,0
EVT0003884,CUST04018,Churn,2024-03-28,Pro,,Missing features,-49
EVT0003885,CUST04019,Churn,2024-03-12,Business,,Too expensive,-149
EVT0003886,CUST04020,Churn,2023-07-11,Business,,Missing features,-149
EVT0003887,CUST04021,Upgrade,2023-02-22,Free,Pro,Plan Upgrade,49
EVT0003888,CUST04021,Churn,2023-07-03,Pro,,Technical issues,-49
EVT0003889,CUST04022,Downgrade,2023-02-21,Pro,Free,Plan Downgrade,-49
EVT0003890,CUST04022,Upgrade,2023-05-22,Free,Pro,Plan Upgrade,49
EVT0003891,CUST04022,Downgrade,2023-07-21,Pro,Free,Plan Downgrade,-49
EVT0003892,CUST04022,Upgrade,2023-09-19,Free,Pro,Plan Upgrade,49
EVT0003893,CUST04023,Churn,2024-03-06,Free,,Switched to competitor,0
EVT0003894,CUST04024,Churn,2022-11-10,Free,,No longer needed,0
EVT0003895,CUST04025,Downgrade,2023-04-25,Pro,Free,Plan Downgrade,-49
EVT0003896,CUST04025,Upgrade,2023-05-25,Free,Business,Plan Upgrade,149
EVT0003897,CUST04028,Churn,2023-10-21,Free,,Switched to competitor,0
EVT0003898,CUST04029,Upgrade,2022-06-21,Free,Pro,Plan Upgrade,49
EVT0003899,CUST04029,Churn,2023-04-02,Pro,,Switched to competitor,-49
EVT0003900,CUST04032,Downgrade,2023-12-17,Pro,Free,Plan Downgrade,-49
EVT0003901,CUST04032,Upgrade,2024-04-15,Free,Pro,Plan Upgrade,49
EVT0003902,CUST04033,Churn,2022-12-08,Pro,,Switched to competitor,-49
EVT0003903,CUST04035,Upgrade,2024-05-26,Pro,Business,Plan Upgrade,100
EVT0003904,CUST04036,Churn,2024-09-01,Pro,,Budget cuts,-49
EVT0003905,CUST04037,Downgrade,2023-04-23,Pro,Free,Plan Downgrade,-49
EVT0003906,CUST04037,Upgrade,2024-03-18,Free,Pro,Plan Upgrade,49
EVT0003907,CUST04038,Churn,2022-10-23,Business,,Too expensive,-149
EVT0003908,CUST04039,Churn,2024-01-16,Pro,,Missing features,-49
EVT0003909,CUST04040,Churn,2023-04-20,Free,,No longer needed,0
EVT0003910,CUST04042,Churn,2023-12-19,Free,,Switched to competitor,0
EVT0003911,CUST04043,Upgrade,2024-05-28,Free,Pro,Plan Upgrade,49
EVT0003912,CUST04043,Downgrade,2024-10-25,Pro,Free,Plan Downgrade,-49
EVT0003913,CUST04043,Churn,2024-12-03,Free,,Switched to competitor,0
EVT0003914,CUST04044,Churn,2022-12-16,Pro,,Technical issues,-49
EVT0003915,CUST04045,Upgrade,2022-07-08,Free,Pro,Plan Upgrade,49
EVT0003916,CUST04046,Churn,2022-09-13,Pro,,Too expensive,-49
EVT0003917,CUST04047,Churn,2023-10-11,Free,,Switched to competitor,0
EVT0003918,CUST04048,Churn,2023-06-11,Pro,,Missing features,-49
EVT0003919,CUST04050,Downgrade,2023-05-01,Business,Free,Plan Downgrade,-149
EVT0003920,CUST04050,Upgrade,2023-12-27,Free,Pro,Plan Upgrade,49
EVT0003921,CUST04051,Upgrade,2024-03-30,Free,Pro,Plan Upgrade,49
EVT0003922,CUST04051,Churn,2024-06-20,Pro,,Technical issues,-49
EVT0003923,CUST04053,Churn,2024-04-10,Business,,Too expensive,-149
EVT0003924,CUST04055,Churn,2022-04-29,Free,,No longer needed,0
EVT0003925,CUST04056,Churn,2023-01-11,Business,,Missing features,-149
EVT0003926,CUST04059,Churn,2022-10-28,Pro,,Switched to competitor,-49
EVT0003927,CUST04060,Churn,2024-01-17,Pro,,Too expensive,-49
EVT0003928,CUST04061,Churn,2024-05-26,Pro,,Switched to competitor,-49
EVT0003929,CUST04062,Upgrade,2024-11-16,Pro,Business,Plan Upgrade,100
EVT0003930,CUST04063,Churn,2023-07-30,Free,,No longer needed,0
EVT0003931,CUST04064,Churn,2023-06-01,Free,,No longer needed,0
EVT0003932,CUST04065,Upgrade,2024-05-29,Pro,Business,Plan Upgrade,100
EVT0003933,CUST04068,Churn,2022-06-09,Free,,No longer needed,0
EVT0003934,CUST04069,Downgrade,2023-08-14,Business,Pro,Plan Downgrade,-100
EVT0003935,CUST04069,Churn,2023-11-02,Pro,,Switched to competitor,-49
EVT0003936,CUST04070,Upgrade,2022-10-30,Free,Pro,Plan Upgrade,49
EVT0003937,CUST04070,Churn,2023-07-01,Pro,,Technical issues,-49
EVT0003938,CUST04072,Churn,2022-11-20,Business,,Too expensive,-149
EVT0003939,CUST04073,Churn,2022-09-27,Pro,,Too expensive,-49
EVT0003940,CUST04074,Downgrade,2023-09-26,Business,Pro,Plan Downgrade,-100
EVT0003941,CUST04074,Downgrade,2024-02-23,Pro,Free,Plan Downgrade,-49
EVT0003942,CUST04075,Churn,2023-01-20,Free,,Upgraded to paid,0
EVT0003943,CUST04076,Downgrade,2024-01-25,Business,Free,Plan Downgrade,-149
EVT0003944,CUST04076,Churn,2024-05-04,Free,,Upgraded to paid,0
EVT0003945,CUST04077,Churn,2022-12-13,Pro,,Technical issues,-49
EVT0003946,CUST04078,Upgrade,2024-09-02,Free,Pro,Plan Upgrade,49
EVT0003947,CUST04078,Upgrade,2024-10-02,Pro,Business,Plan Upgrade,100
EVT0003948,CUST04079,Upgrade,2022-11-23,Pro,Business,Plan Upgrade,100
EVT0003949,CUST04079,Churn,2024-05-11,Business,,Switched to competitor,-149
EVT0003950,CUST04080,Downgrade,2022-08-16,Pro,Free,Plan Downgrade,-49
EVT0003951,CUST04080,Churn,2023-08-30,Free,,Upgraded to paid,0
EVT0003952,CUST04081,Churn,2023-09-15,Free,,Switched to competitor,0
EVT0003953,CUST04082,Churn,2023-12-14,Free,,Upgraded to paid,0
EVT0003954,CUST04085,Churn,2022-07-09,Free,,No longer needed,0
EVT0003955,CUST04086,Upgrade,2024-11-11,Pro,Business,Plan Upgrade,100
EVT0003956,CUST04087,Downgrade,2024-01-06,Pro,Free,Plan Downgrade,-49
EVT0003957,CUST04087,Churn,2024-10-11,Free,,Upgraded to paid,0
EVT0003958,CUST04088,Downgrade,2023-04-25,Business,Pro,Plan Downgrade,-100
EVT0003959,CUST04088,Churn,2024-07-30,Pro,,Switched to competitor,-49
EVT0003960,CUST04090,Churn,2024-07-23,Business,,Too expensive,-149
EVT0003961,CUST04091,Upgrade,2023-05-22,Free,Pro,Plan Upgrade,49
EVT0003962,CUST04091,Upgrade,2024-04-16,Pro,Business,Plan Upgrade,100
EVT0003963,CUST04093,Churn,2023-03-28,Free,,Switched to competitor,0
EVT0003964,CUST04094,Churn,2022-03-29,Pro,,Missing features,-49
EVT0003965,CUST04099,Churn,2023-01-15,Free,,Switched to competitor,0
EVT0003966,CUST04100,Downgrade,2023-05-13,Pro,Free,Plan Downgrade,-49
EVT0003967,CUST04100,Churn,2024-08-08,Free,,No longer needed,0
EVT0003968,CUST04101,Upgrade,2023-01-30,Pro,Business,Plan Upgrade,100
EVT0003969,CUST04103,Downgrade,2022-08-26,Business,Pro,Plan Downgrade,-100
EVT0003970,CUST04103,Churn,2023-04-11,Pro,,Missing features,-49
EVT0003971,CUST04105,Churn,2023-05-26,Pro,,Too expensive,-49
EVT0003972,CUST04106,Churn,2024-12-11,Pro,,Too expensive,-49
EVT0003973,CUST04107,Churn,2023-03-10,Free,,Switched to competitor,0
EVT0003974,CUST04108,Upgrade,2022-07-05,Free,Pro,Plan Upgrade,49
EVT0003975,CUST04108,Downgrade,2023-06-30,Pro,Free,Plan Downgrade,-49
EVT0003976,CUST04108,Churn,2023-12-18,Free,,No longer needed,0
EVT0003977,CUST04109,Upgrade,2024-02-04,Free,Pro,Plan Upgrade,49
EVT0003978,CUST04109,Churn,2024-04-29,Pro,,Missing features,-49
EVT0003979,CUST04110,Downgrade,2022-07-15,Pro,Free,Plan Downgrade,-49
EVT0003980,CUST04110,Churn,2022-09-29,Free,,No longer needed,0
EVT0003981,CUST04112,Churn,2023-10-25,Free,,No longer needed,0
EVT0003982,CUST04113,Churn,2022-09-22,Pro,,Missing features,-49
EVT0003983,CUST04116,Churn,2024-11-24,Business,,Missing features,-149
EVT0003984,CUST04117,Downgrade,2024-09-16,Business,Free,Plan Downgrade,-149
EVT0003985,CUST04117,Churn,2024-12-08,Free,,No longer needed,0
EVT0003986,CUST04118,Churn,2022-08-01,Free,,Upgraded to paid,0
EVT0003987,CUST04119,Churn,2024-09-30,Free,,No longer needed,0
EVT0003988,CUST04121,Churn,2022-07-25,Free,,Switched to competitor,0
EVT0003989,CUST04122,Churn,2022-05-30,Pro,,Budget cuts,-49
EVT0003990,CUST04123,Downgrade,2023-10-27,Pro,Free,Plan Downgrade,-49
EVT0003991,CUST04124,Churn,2024-11-24,Pro,,Technical issues,-49
EVT0003992,CUST04125,Upgrade,2024-02-21,Pro,Business,Plan Upgrade,100
EVT0003993,CUST04126,Upgrade,2023-05-14,Free,Pro,Plan Upgrade,49
EVT0003994,CUST04126,Churn,2023-07-08,Pro,,Budget cuts,-49
EVT0003995,CUST04127,Upgrade,2024-06-09,Free,Pro,Plan Upgrade,49
EVT0003996,CUST04129,Upgrade,2024-09-26,Pro,Business,Plan Upgrade,100
EVT0003997,CUST04129,Downgrade,2024-12-25,Business,Pro,Plan Downgrade,-100
EVT0003998,CUST04130,Upgrade,2024-08-13,Free,Pro,Plan Upgrade,49
EVT0003999,CUST04132,Churn,2024-10-22,Business,,Company shutdown,-149
EVT0004000,CUST04135,Upgrade,2022-11-20,Free,Pro,Plan Upgrade,49
EVT0004001,CUST04135,Churn,2023-05-30,Pro,,Switched to competitor,-49
EVT0004002,CUST04136,Upgrade,2024-08-12,Pro,Business,Plan Upgrade,100
EVT0004003,CUST04137,Upgrade,2024-11-16,Free,Pro,Plan Upgrade,49
EVT0004004,CUST04138,Churn,2024-12-17,Free,,Switched to competitor,0
EVT0004005,CUST04139,Downgrade,2023-01-17,Pro,Free,Plan Downgrade,-49
EVT0004006,CUST04139,Upgrade,2023-03-18,Free,Pro,Plan Upgrade,49
EVT0004007,CUST04139,Churn,2023-09-27,Pro,,Missing features,-49
EVT0004008,CUST04140,Upgrade,2023-11-10,Pro,Business,Plan Upgrade,100
EVT0004009,CUST04140,Downgrade,2024-10-05,Business,Pro,Plan Downgrade,-100
EVT0004010,CUST04144,Upgrade,2024-02-25,Pro,Business,Plan Upgrade,100
EVT0004011,CUST04145,Churn,2024-09-06,Business,,Company shutdown,-149
EVT0004012,CUST04146,Churn,2023-10-05,Free,,No longer needed,0
EVT0004013,CUST04147,Churn,2024-02-17,Pro,,Technical issues,-49
EVT0004014,CUST04148,Churn,2024-05-23,Pro,,Budget cuts,-49
EVT0004015,CUST04149,Churn,2022-05-24,Free,,Switched to competitor,0
EVT0004016,CUST04150,Downgrade,2023-04-29,Business,Pro,Plan Downgrade,-100
EVT0004017,CUST04150,Downgrade,2024-04-23,Pro,Free,Plan Downgrade,-49
EVT0004018,CUST04150,Upgrade,2024-09-20,Free,Pro,Plan Upgrade,49
EVT0004019,CUST04151,Churn,2024-07-21,Pro,,Missing features,-49
EVT0004020,CUST04152,Downgrade,2022-12-14,Business,Free,Plan Downgrade,-149
EVT0004021,CUST04152,Churn,2023-06-05,Free,,Switched to competitor,0
EVT0004022,CUST04153,Churn,2024-01-28,Pro,,Switched to competitor,-49
EVT0004023,CUST04154,Downgrade,2022-08-01,Pro,Free,Plan Downgrade,-49
EVT0004024,CUST04154,Upgrade,2023-01-28,Free,Pro,Plan Upgrade,49
EVT0004025,CUST04154,Churn,2023-05-13,Pro,,Too expensive,-49
EVT0004026,CUST04155,Churn,2024-10-31,Pro,,Technical issues,-49
EVT0004027,CUST04156,Upgrade,2023-12-18,Pro,Business,Plan Upgrade,100
EVT0004028,CUST04157,Churn,2024-05-14,Free,,Upgraded to paid,0
EVT0004029,CUST04159,Upgrade,2022-06-20,Free,Pro,Plan Upgrade,49
EVT0004030,CUST04159,Downgrade,2023-04-16,Pro,Free,Plan Downgrade,-49
EVT0004031,CUST04159,Upgrade,2023-06-15,Free,Business,Plan Upgrade,149
EVT0004032,CUST04159,Churn,2023-09-02,Business,,Too expensive,-149
EVT0004033,CUST04160,Churn,2022-03-07,Business,,Switched to competitor,-149
EVT0004034,CUST04161,Churn,2022-11-07,Free,,No longer needed,0
EVT0004035,CUST04162,Downgrade,2024-08-13,Pro,Free,Plan Downgrade,-49
EVT0004036,CUST04162,Upgrade,2024-12-11,Free,Pro,Plan Upgrade,49
EVT0004037,CUST04163,Churn,2024-03-04,Business,,Switched to competitor,-149
EVT0004038,CUST04164,Churn,2022-09-05,Business,,Company shutdown,-149
EVT0004039,CUST04165,Churn,2024-08-21,Business,,Too expensive,-149
EVT0004040,CUST04166,Churn,2022-10-05,Business,,Switched to competitor,-149
EVT0004041,CUST04167,Churn,2023-12-05,Free,,No longer needed,0
EVT0004042,CUST04168,Upgrade,2024-01-26,Free,Pro,Plan Upgrade,49
EVT0004043,CUST04168,Churn,2024-02-27,Pro,,Missing features,-49
EVT0004044,CUST04170,Churn,2024-06-07,Pro,,Missing features,-49
EVT0004045,CUST04173,Downgrade,2022-11-08,Business,Free,Plan Downgrade,-149
EVT0004046,CUST04173,Upgrade,2023-07-06,Free,Pro,Plan Upgrade,49
EVT0004047,CUST04173,Churn,2024-08-25,Pro,,Switched to competitor,-49
EVT0004048,CUST04174,Churn,2024-08-09,Free,,Upgraded to paid,0
EVT0004049,CUST04175,Downgrade,2024-10-10,Pro,Free,Plan Downgrade,-49
EVT0004050,CUST04176,Downgrade,2023-08-17,Pro,Free,Plan Downgrade,-49
EVT0004051,CUST04176,Churn,2024-04-08,Free,,Switched to competitor,0
EVT0004052,CUST04177,Churn,2024-01-12,Free,,No longer needed,0
EVT0004053,CUST04178,Downgrade,2023-11-07,Pro,Free,Plan Downgrade,-49
EVT0004054,CUST04180,Churn,2022-05-21,Pro,,Missing features,-49
EVT0004055,CUST04181,Upgrade,2023-03-07,Free,Pro,Plan Upgrade,49
EVT0004056,CUST04181,Upgrade,2023-05-06,Pro,Business,Plan Upgrade,100
EVT0004057,CUST04181,Churn,2024-03-11,Business,,Company shutdown,-149
EVT0004058,CUST04183,Churn,2024-08-20,Pro,,Technical issues,-49
EVT0004059,CUST04184,Churn,2022-05-26,Free,,No longer needed,0
EVT0004060,CUST04185,Churn,2024-12-30,Pro,,Too expensive,-49
EVT0004061,CUST04186,Downgrade,2023-04-25,Pro,Free,Plan Downgrade,-49
EVT0004062,CUST04186,Upgrade,2024-02-19,Free,Pro,Plan Upgrade,49
EVT0004063,CUST04186,Downgrade,2024-07-18,Pro,Free,Plan Downgrade,-49
EVT0004064,CUST04187,Churn,2022-12-19,Pro,,Technical issues,-49
EVT0004065,CUST04188,Churn,2022-10-18,Pro,,Technical issues,-49
EVT0004066,CUST04189,Downgrade,2024-03-10,Business,Pro,Plan Downgrade,-100
EVT0004067,CUST04189,Churn,2024-05-20,Pro,,Missing features,-49
EVT0004068,CUST04190,Churn,2023-12-13,Business,,Switched to competitor,-149
EVT0004069,CUST04192,Churn,2024-12-26,Pro,,Missing features,-49
EVT0004070,CUST04194,Downgrade,2022-09-30,Business,Pro,Plan Downgrade,-100
EVT0004071,CUST04194,Downgrade,2023-01-28,Pro,Free,Plan Downgrade,-49
EVT0004072,CUST04194,Churn,2023-12-22,Free,,No longer needed,0
EVT0004073,CUST04195,Upgrade,2022-12-19,Pro,Business,Plan Upgrade,100
EVT0004074,CUST04195,Downgrade,2023-09-15,Business,Pro,Plan Downgrade,-100
EVT0004075,CUST04195,Churn,2024-04-20,Pro,,Budget cuts,-49
EVT0004076,CUST04196,Churn,2023-07-18,Free,,Switched to competitor,0
EVT0004077,CUST04197,Churn,2024-04-04,Pro,,Technical issues,-49
EVT0004078,CUST04198,Churn,2024-07-22,Business,,Switched to competitor,-149
EVT0004079,CUST04199,Churn,2022-10-18,Free,,Upgraded to paid,0
EVT0004080,CUST04200,Downgrade,2024-02-05,Business,Pro,Plan Downgrade,-100
EVT0004081,CUST04202,Upgrade,2024-02-14,Free,Pro,Plan Upgrade,49
EVT0004082,CUST04203,Downgrade,2022-03-28,Business,Pro,Plan Downgrade,-100
EVT0004083,CUST04203,Churn,2022-11-01,Pro,,Technical issues,-49
EVT0004084,CUST04205,Churn,2024-10-27,Business,,Missing features,-149
EVT0004085,CUST04206,Upgrade,2022-09-28,Pro,Business,Plan Upgrade,100
EVT0004086,CUST04207,Upgrade,2023-08-22,Free,Business,Plan Upgrade,149
EVT0004087,CUST04207,Churn,2025-01-04,Business,,Budget cuts,-149
EVT0004088,CUST04208,Upgrade,2024-05-07,Free,Business,Plan Upgrade,149
EVT0004089,CUST04208,Downgrade,2024-09-04,Business,Free,Plan Downgrade,-149
EVT0004090,CUST04210,Upgrade,2024-09-10,Free,Pro,Plan Upgrade,49
EVT0004091,CUST04212,Churn,2023-04-04,Free,,Upgraded to paid,0
EVT0004092,CUST04213,Churn,2024-04-09,Free,,Switched to competitor,0
EVT0004093,CUST04214,Churn,2024-07-07,Pro,,Technical issues,-49
EVT0004094,CUST04215,Churn,2023-02-01,Free,,No longer needed,0
EVT0004095,CUST04216,Churn,2024-02-04,Free,,Switched to competitor,0
EVT0004096,CUST04217,Upgrade,2024-10-23,Free,Pro,Plan Upgrade,49
EVT0004097,CUST04218,Churn,2022-11-22,Free,,No longer needed,0
EVT0004098,CUST04221,Upgrade,2023-08-01,Pro,Business,Plan Upgrade,100
EVT0004099,CUST04221,Churn,2023-09-20,Business,,Company shutdown,-149
EVT0004100,CUST04222,Upgrade,2022-02-09,Free,Pro,Plan Upgrade,49
EVT0004101,CUST04222,Churn,2022-04-13,Pro,,Budget cuts,-49
EVT0004102,CUST04224,Churn,2023-01-30,Business,,Company shutdown,-149
EVT0004103,CUST04225,Churn,2023-09-07,Free,,Switched to competitor,0
EVT0004104,CUST04226,Churn,2024-11-02,Free,,Switched to competitor,0
EVT0004105,CUST04227,Churn,2023-05-08,Free,,Switched to competitor,0
EVT0004106,CUST04229,Downgrade,2024-09-11,Business,Pro,Plan Downgrade,-100
EVT0004107,CUST04231,Churn,2023-08-28,Pro,,Too expensive,-49
EVT0004108,CUST04233,Upgrade,2022-10-21,Free,Pro,Plan Upgrade,49
EVT0004109,CUST04233,Upgrade,2023-09-16,Pro,Business,Plan Upgrade,100
EVT0004110,CUST04233,Churn,2023-12-01,Business,,Missing features,-149
EVT0004111,CUST04235,Churn,2022-12-13,Pro,,Missing features,-49
EVT0004112,CUST04236,Churn,2024-03-13,Free,,Upgraded to paid,0
EVT0004113,CUST04237,Downgrade,2022-12-17,Pro,Free,Plan Downgrade,-49
EVT0004114,CUST04237,Upgrade,2023-07-15,Free,Pro,Plan Upgrade,49
EVT0004115,CUST04237,Downgrade,2024-06-09,Pro,Free,Plan Downgrade,-49
EVT0004116,CUST04237,Churn,2024-11-14,Free,,Switched to competitor,0
EVT0004117,CUST04238,Upgrade,2022-10-25,Free,Pro,Plan Upgrade,49
EVT0004118,CUST04238,Downgrade,2023-05-23,Pro,Free,Plan Downgrade,-49
EVT0004119,CUST04238,Upgrade,2023-06-22,Free,Business,Plan Upgrade,149
EVT0004120,CUST04238,Downgrade,2023-07-22,Business,Pro,Plan Downgrade,-100
EVT0004121,CUST04238,Downgrade,2024-02-17,Pro,Free,Plan Downgrade,-49
EVT0004122,CUST04240,Upgrade,2024-05-14,Free,Pro,Plan Upgrade,49
EVT0004123,CUST04240,Churn,2024-07-08,Pro,,Too expensive,-49
EVT0004124,CUST04241,Churn,2024-03-24,Pro,,Missing features,-49
EVT0004125,CUST04245,Upgrade,2023-01-06,Pro,Business,Plan Upgrade,100
EVT0004126,CUST04245,Churn,2023-03-28,Business,,Missing features,-149
