subscription_id,customer_id,plan,mrr,start_date,end_date,status,churn_reason,duration_months
SUB004956,CUST03626,Business,149,2023-08-04,2024-04-30,Downgraded,,9
SUB004957,CUST03626,Pro,49,2024-04-30,2024-09-27,Downgraded,,5
SUB004958,CUST03626,Free,0,2024-09-27,2024-10-28,Churned,Upgraded to paid,1
SUB004959,CUST03627,Business,149,2024-10-29,2024-11-03,Churned,Budget cuts,1
SUB004960,CUST03628,Free,0,2023-01-30,2023-12-26,Upgraded,,11
SUB004961,CUST03628,Pro,49,2023-12-26,2024-04-11,Churned,Missing features,3
SUB004962,CUST03629,Business,149,2024-05-23,2024-10-04,Churned,Switched to competitor,4
SUB004963,CUST03630,Free,0,2023-04-18,2023-11-19,Churned,No longer needed,7
SUB004964,CUST03631,Pro,49,2022-04-28,2024-08-25,Churned,Too expensive,28
SUB004965,CUST03632,Free,0,2022-10-02,2022-11-20,Churned,No longer needed,1
SUB004966,CUST03633,Pro,49,2023-02-10,2023-02-10,Downgraded,,1
SUB004967,CUST03633,Free,0,2023-02-10,2023-03-18,Churned,No longer needed,1
SUB004968,CUST03634,Pro,49,2022-05-15,2022-10-12,Upgraded,,5
SUB004969,CUST03634,Business,149,2022-10-12,2023-04-10,Downgraded,,6
SUB004970,CUST03634,Pro,49,2023-04-10,2024-05-04,Downgraded,,13
SUB004971,CUST03634,Free,0,2024-05-04,2024-10-31,Upgraded,,6
SUB004972,CUST03634,Pro,49,2024-10-31,,Active,,2
SUB004973,CUST03635,Business,149,2022-07-10,2024-07-24,Churned,Missing features,24
SUB004974,CUST03636,Free,0,2024-03-21,,Active,,9
SUB004975,CUST03637,Business,149,2024-03-31,,Active,,9
SUB004976,CUST03638,Business,149,2022-11-06,2023-11-26,Churned,Too expensive,12
SUB004977,CUST03639,Free,0,2022-07-30,2022-11-27,Upgraded,,4
SUB004978,CUST03639,Pro,49,2022-11-27,2023-01-26,Downgraded,,2
SUB004979,CUST03639,Free,0,2023-01-26,,Active,,23
SUB004980,CUST03640,Business,149,2022-09-04,2022-11-10,Churned,Missing features,2
SUB004981,CUST03641,Free,0,2023-07-05,2024-04-02,Churned,Switched to competitor,9
SUB004982,CUST03642,Business,149,2022-08-05,2023-01-11,Churned,Too expensive,5
SUB004983,CUST03643,Pro,49,2023-10-13,2023-12-08,Churned,Technical issues,1
SUB004984,CUST03644,Free,0,2022-08-04,2023-01-14,Churned,Upgraded to paid,5
SUB004985,CUST03645,Pro,49,2024-08-02,,Active,,5
SUB004986,CUST03646,Free,0,2023-05-30,2023-05-30,Upgraded,,1
SUB004987,CUST03646,Pro,49,2023-05-30,2023-12-08,Churned,Switched to competitor,6
SUB004988,CUST03647,Pro,49,2023-06-05,2023-12-26,Churned,Too expensive,6
SUB004989,CUST03648,Pro,49,2023-01-05,2023-01-05,Upgraded,,1
SUB004990,CUST03648,Business,149,2023-01-05,2024-02-17,Churned,Switched to competitor,13
SUB004991,CUST03649,Pro,49,2024-06-02,2024-08-31,Upgraded,,3
SUB004992,CUST03649,Business,149,2024-08-31,,Active,,4
SUB004993,CUST03650,Pro,49,2022-12-15,2023-04-29,Churned,Too expensive,4
SUB004994,CUST03651,Pro,49,2022-04-28,2022-06-19,Churned,Too expensive,1
SUB004995,CUST03652,Pro,49,2023-07-18,2023-11-27,Churned,Too expensive,4
SUB004996,CUST03653,Business,149,2023-01-29,2023-01-29,Downgraded,,1
SUB004997,CUST03653,Pro,49,2023-01-29,2024-04-23,Upgraded,,15
SUB004998,CUST03653,Business,149,2024-04-23,,Active,,8
SUB004999,CUST03654,Free,0,2024-06-14,2024-10-13,Churned,No longer needed,4
SUB005000,CUST03655,Pro,49,2023-06-30,2023-09-03,Churned,Switched to competitor,2
SUB005001,CUST03656,Business,149,2023-09-17,,Active,,15
SUB005002,CUST03657,Free,0,2024-03-13,2024-06-06,Churned,Upgraded to paid,2
SUB005003,CUST03658,Pro,49,2022-08-06,2022-10-05,Downgraded,,2
SUB005004,CUST03658,Free,0,2022-10-05,2023-02-27,Churned,No longer needed,4
SUB005005,CUST03659,Pro,49,2022-12-11,2023-03-11,Upgraded,,3
SUB005006,CUST03659,Business,149,2023-03-11,,Active,,22
SUB005007,CUST03660,Free,0,2023-05-31,2023-12-18,Churned,Switched to competitor,6
SUB005008,CUST03661,Pro,49,2023-05-19,2023-09-16,Upgraded,,4
SUB005009,CUST03661,Business,149,2023-09-16,,Active,,15
SUB005010,CUST03662,Pro,49,2022-01-24,2022-05-04,Churned,Switched to competitor,3
SUB005011,CUST03663,Free,0,2024-06-27,2024-08-26,Upgraded,,2
SUB005012,CUST03663,Pro,49,2024-08-26,,Active,,4
SUB005013,CUST03664,Pro,49,2024-01-10,2024-05-09,Downgraded,,4
SUB005014,CUST03664,Free,0,2024-05-09,2024-07-04,Churned,Upgraded to paid,1
SUB005015,CUST03665,Free,0,2022-03-22,2023-02-21,Churned,No longer needed,11
SUB005016,CUST03666,Free,0,2023-03-26,2024-04-21,Churned,No longer needed,13
SUB005017,CUST03667,Business,149,2024-08-07,,Active,,4
SUB005018,CUST03668,Pro,49,2022-02-13,2023-01-19,Churned,Budget cuts,11
SUB005019,CUST03669,Pro,49,2024-03-30,2024-08-15,Churned,Missing features,4
SUB005020,CUST03670,Business,149,2024-08-28,,Active,,4
SUB005021,CUST03671,Free,0,2023-12-26,2024-04-24,Upgraded,,4
SUB005022,CUST03671,Pro,49,2024-04-24,,Active,,8
SUB005023,CUST03672,Free,0,2023-07-10,2024-07-08,Churned,No longer needed,12
SUB005024,CUST03673,Free,0,2022-08-16,2023-09-06,Churned,No longer needed,12
SUB005025,CUST03674,Free,0,2023-06-15,2023-08-04,Churned,Upgraded to paid,1
SUB005026,CUST03675,Business,149,2022-07-23,2022-11-11,Churned,Budget cuts,3
SUB005027,CUST03676,Pro,49,2023-02-07,2023-12-26,Churned,Too expensive,10
SUB005028,CUST03677,Business,149,2024-01-12,,Active,,11
SUB005029,CUST03678,Free,0,2023-03-03,2023-06-01,Upgraded,,3
SUB005030,CUST03678,Pro,49,2023-06-01,2023-08-10,Churned,Missing features,2
SUB005031,CUST03679,Business,149,2024-05-27,,Active,,7
SUB005032,CUST03680,Business,149,2024-06-22,2024-12-28,Churned,Company shutdown,6
SUB005033,CUST03681,Free,0,2023-01-22,,Active,,23
SUB005034,CUST03682,Free,0,2023-03-25,2023-08-22,Upgraded,,5
SUB005035,CUST03682,Pro,49,2023-08-22,2023-12-31,Churned,Switched to competitor,4
SUB005036,CUST03683,Free,0,2023-03-25,2023-08-02,Churned,No longer needed,4
SUB005037,CUST03684,Pro,49,2024-03-07,2024-05-06,Downgraded,,2
SUB005038,CUST03684,Free,0,2024-05-06,,Active,,7
SUB005039,CUST03685,Pro,49,2024-01-06,,Active,,12
SUB005040,CUST03686,Pro,49,2024-05-06,2024-11-02,Downgraded,,6
SUB005041,CUST03686,Free,0,2024-11-02,,Active,,1
SUB005042,CUST03687,Pro,49,2024-06-07,,Active,,6
SUB005043,CUST03688,Pro,49,2023-11-26,2024-03-06,Churned,Budget cuts,3
SUB005044,CUST03689,Free,0,2022-12-24,2023-01-23,Upgraded,,1
SUB005045,CUST03689,Business,149,2023-01-23,2023-07-04,Churned,Switched to competitor,5
SUB005046,CUST03690,Pro,49,2022-02-02,2022-05-03,Upgraded,,3
SUB005047,CUST03690,Business,149,2022-05-03,2022-09-11,Churned,Switched to competitor,4
SUB005048,CUST03691,Free,0,2022-06-09,2022-07-09,Upgraded,,1
SUB005049,CUST03691,Pro,49,2022-07-09,2023-10-18,Churned,Missing features,15
SUB005050,CUST03692,Pro,49,2024-04-20,2024-11-29,Churned,Switched to competitor,7
SUB005051,CUST03693,Pro,49,2023-07-19,2024-03-15,Upgraded,,8
SUB005052,CUST03693,Business,149,2024-03-15,,Active,,9
SUB005053,CUST03694,Pro,49,2024-07-13,2024-10-30,Churned,Too expensive,3
SUB005054,CUST03695,Business,149,2024-08-15,,Active,,4
SUB005055,CUST03696,Business,149,2024-01-24,,Active,,11
SUB005056,CUST03697,Pro,49,2022-03-10,2023-02-06,Churned,Switched to competitor,11
SUB005057,CUST03698,Free,0,2022-08-14,2023-07-06,Churned,No longer needed,10
SUB005058,CUST03699,Free,0,2024-02-28,2024-03-16,Churned,No longer needed,1
SUB005059,CUST03700,Business,149,2023-04-12,,Active,,20
SUB005060,CUST03701,Pro,49,2023-05-19,2023-07-19,Churned,Missing features,2
SUB005061,CUST03702,Pro,49,2022-02-15,2023-05-03,Churned,Budget cuts,14
SUB005062,CUST03703,Free,0,2022-10-05,2023-10-31,Churned,Upgraded to paid,13
SUB005063,CUST03704,Pro,49,2023-07-30,2023-11-27,Upgraded,,4
SUB005064,CUST03704,Business,149,2023-11-27,2024-07-29,Churned,Company shutdown,8
SUB005065,CUST03705,Free,0,2024-06-01,2024-10-13,Churned,Switched to competitor,4
SUB005066,CUST03706,Free,0,2024-03-04,2024-03-18,Churned,Upgraded to paid,1
SUB005067,CUST03707,Business,149,2022-12-13,,Active,,24
SUB005068,CUST03708,Pro,49,2024-03-29,2024-11-04,Churned,Switched to competitor,7
SUB005069,CUST03709,Free,0,2023-09-12,2024-03-23,Churned,Upgraded to paid,6
SUB005070,CUST03710,Pro,49,2023-06-22,2023-08-19,Churned,Technical issues,1
SUB005071,CUST03711,Free,0,2024-04-02,2024-05-02,Upgraded,,1
SUB005072,CUST03711,Pro,49,2024-05-02,,Active,,8
SUB005073,CUST03712,Free,0,2022-05-06,2023-05-10,Churned,Upgraded to paid,12
SUB005074,CUST03713,Business,149,2024-08-29,,Active,,4
SUB005075,CUST03714,Free,0,2022-11-24,2024-02-17,Upgraded,,15
SUB005076,CUST03714,Pro,49,2024-02-17,2024-07-12,Churned,Budget cuts,4
SUB005077,CUST03715,Business,149,2023-04-23,2024-06-06,Churned,Company shutdown,13
SUB005078,CUST03716,Free,0,2024-05-16,,Active,,7
SUB005079,CUST03717,Pro,49,2023-08-21,2023-08-21,Downgraded,,1
SUB005080,CUST03717,Free,0,2023-08-21,2023-10-04,Churned,No longer needed,1
SUB005081,CUST03718,Pro,49,2023-04-26,2024-03-21,Downgraded,,11
SUB005082,CUST03718,Free,0,2024-03-21,,Active,,9
SUB005083,CUST03719,Pro,49,2022-02-09,2022-05-10,Upgraded,,3
SUB005084,CUST03719,Business,149,2022-05-10,,Active,,32
SUB005085,CUST03720,Free,0,2022-02-24,2022-06-24,Upgraded,,4
SUB005086,CUST03720,Business,149,2022-06-24,2024-11-30,Churned,Budget cuts,29
SUB005087,CUST03721,Business,149,2024-06-18,2024-12-15,Downgraded,,6
SUB005088,CUST03721,Pro,49,2024-12-15,,Active,,1
SUB005089,CUST03722,Business,149,2023-07-11,,Active,,17
SUB005090,CUST03723,Free,0,2022-04-22,2022-11-18,Upgraded,,7
SUB005091,CUST03723,Pro,49,2022-11-18,2023-06-16,Upgraded,,7
SUB005092,CUST03723,Business,149,2023-06-16,2023-12-13,Downgraded,,6
SUB005093,CUST03723,Free,0,2023-12-13,,Active,,12
SUB005094,CUST03724,Business,149,2022-08-17,,Active,,28
SUB005095,CUST03725,Free,0,2024-02-11,,Active,,10
SUB005096,CUST03726,Free,0,2022-04-17,2022-05-17,Upgraded,,1
SUB005097,CUST03726,Pro,49,2022-05-17,2023-04-12,Downgraded,,11
SUB005098,CUST03726,Free,0,2023-04-12,2023-09-13,Churned,No longer needed,5
SUB005099,CUST03727,Free,0,2022-10-18,2023-02-15,Upgraded,,4
SUB005100,CUST03727,Business,149,2023-02-15,,Active,,22
SUB005101,CUST03728,Free,0,2024-07-08,,Active,,5
SUB005102,CUST03729,Business,149,2024-04-24,2024-09-03,Churned,Too expensive,4
SUB005103,CUST03730,Pro,49,2022-03-06,2023-11-26,Downgraded,,21
SUB005104,CUST03730,Free,0,2023-11-26,,Active,,13
SUB005105,CUST03731,Free,0,2022-11-04,2022-11-04,Upgraded,,1
SUB005106,CUST03731,Pro,49,2022-11-04,2023-11-30,Churned,Budget cuts,13
SUB005107,CUST03732,Business,149,2023-08-30,2023-10-19,Churned,Company shutdown,1
SUB005108,CUST03733,Pro,49,2024-07-26,2024-09-24,Downgraded,,2
SUB005109,CUST03733,Free,0,2024-09-24,2024-10-30,Churned,Switched to competitor,1
SUB005110,CUST03734,Free,0,2023-01-12,2023-12-02,Churned,Switched to competitor,10
SUB005111,CUST03735,Free,0,2022-01-05,2022-11-27,Churned,Upgraded to paid,10
SUB005112,CUST03736,Free,0,2022-08-14,2023-10-01,Churned,Upgraded to paid,13
SUB005113,CUST03737,Pro,49,2022-03-09,2022-12-21,Churned,Switched to competitor,9
SUB005114,CUST03738,Pro,49,2022-12-25,2023-03-25,Upgraded,,3
SUB005115,CUST03738,Business,149,2023-03-25,2023-09-22,Churned,Budget cuts,6
SUB005116,CUST03739,Pro,49,2023-07-06,2024-02-10,Churned,Too expensive,7
SUB005117,CUST03740,Business,149,2023-11-16,,Active,,13
SUB005118,CUST03741,Business,149,2023-01-01,2024-09-22,Downgraded,,21
SUB005119,CUST03741,Pro,49,2024-09-22,,Active,,3
SUB005120,CUST03742,Free,0,2023-09-03,,Active,,16
SUB005121,CUST03743,Free,0,2022-11-16,2023-02-10,Churned,No longer needed,2
SUB005122,CUST03744,Business,149,2023-06-30,,Active,,18
SUB005123,CUST03745,Free,0,2023-05-27,2023-10-04,Churned,Upgraded to paid,4
SUB005124,CUST03746,Pro,49,2023-05-12,2023-06-27,Churned,Switched to competitor,1
SUB005125,CUST03747,Pro,49,2022-03-28,2023-01-26,Churned,Too expensive,10
SUB005126,CUST03748,Business,149,2022-06-12,2023-03-20,Churned,Budget cuts,9
SUB005127,CUST03749,Business,149,2024-03-30,,Active,,9
SUB005128,CUST03750,Pro,49,2022-10-28,2022-10-28,Upgraded,,1
SUB005129,CUST03750,Business,149,2022-10-28,2024-01-02,Churned,Switched to competitor,14
SUB005130,CUST03751,Free,0,2023-07-21,2023-09-19,Upgraded,,2
SUB005131,CUST03751,Pro,49,2023-09-19,2024-08-22,Churned,Technical issues,11
SUB005132,CUST03752,Business,149,2023-04-18,2024-03-22,Churned,Budget cuts,11
SUB005133,CUST03753,Free,0,2024-04-15,,Active,,8
SUB005134,CUST03754,Free,0,2024-09-19,2024-10-06,Churned,Switched to competitor,1
SUB005135,CUST03755,Free,0,2023-06-10,2024-11-01,Upgraded,,17
SUB005136,CUST03755,Pro,49,2024-11-01,,Active,,2
SUB005137,CUST03756,Free,0,2022-09-21,2023-05-21,Churned,Switched to competitor,8
SUB005138,CUST03757,Business,149,2024-04-15,2024-06-14,Downgraded,,2
SUB005139,CUST03757,Pro,49,2024-06-14,2024-12-11,Upgraded,,6
SUB005140,CUST03757,Business,149,2024-12-11,,Active,,1
SUB005141,CUST03758,Pro,49,2022-11-13,2023-08-07,Churned,Budget cuts,8
SUB005142,CUST03759,Business,149,2023-05-23,2024-11-24,Churned,Switched to competitor,18
SUB005143,CUST03760,Business,149,2024-10-11,,Active,,2
SUB005144,CUST03761,Free,0,2023-09-09,2023-11-08,Upgraded,,2
SUB005145,CUST03761,Pro,49,2023-11-08,2024-03-30,Churned,Too expensive,4
SUB005146,CUST03762,Pro,49,2023-05-21,2023-10-30,Churned,Too expensive,5
SUB005147,CUST03763,Free,0,2022-06-23,2024-02-05,Churned,Upgraded to paid,19
SUB005148,CUST03764,Pro,49,2023-08-17,2023-10-26,Churned,Switched to competitor,2
SUB005149,CUST03765,Business,149,2022-10-28,,Active,,26
SUB005150,CUST03766,Free,0,2023-04-10,2023-10-16,Churned,Upgraded to paid,6
SUB005151,CUST03767,Pro,49,2022-08-31,2022-10-30,Downgraded,,2
SUB005152,CUST03767,Free,0,2022-10-30,,Active,,26
SUB005153,CUST03768,Pro,49,2024-08-20,,Active,,4
SUB005154,CUST03769,Pro,49,2024-02-25,,Active,,10
SUB005155,CUST03770,Business,149,2023-08-31,,Active,,16
SUB005156,CUST03771,Business,149,2022-04-24,2022-05-10,Churned,Company shutdown,1
SUB005157,CUST03772,Business,149,2024-09-19,,Active,,3
SUB005158,CUST03773,Free,0,2023-06-19,2023-07-28,Churned,Upgraded to paid,1
SUB005159,CUST03774,Business,149,2022-03-11,2024-11-22,Churned,Switched to competitor,32
SUB005160,CUST03775,Business,149,2024-08-28,,Active,,4
SUB005161,CUST03776,Business,149,2024-04-16,,Active,,8
SUB005162,CUST03777,Free,0,2023-08-18,2023-10-17,Upgraded,,2
SUB005163,CUST03777,Pro,49,2023-10-17,2024-12-10,Upgraded,,14
SUB005164,CUST03777,Business,149,2024-12-10,,Active,,1
SUB005165,CUST03778,Free,0,2023-06-12,2023-11-12,Churned,Upgraded to paid,5
SUB005166,CUST03779,Business,149,2023-02-02,2024-06-17,Churned,Budget cuts,16
SUB005167,CUST03780,Pro,49,2022-04-17,2022-04-25,Churned,Missing features,1
SUB005168,CUST03781,Pro,49,2023-12-18,2024-02-03,Churned,Too expensive,1
SUB005169,CUST03782,Pro,49,2022-04-03,2022-06-14,Churned,Budget cuts,2
SUB005170,CUST03783,Free,0,2022-05-26,2022-10-14,Churned,No longer needed,4
SUB005171,CUST03784,Free,0,2023-01-24,2023-02-24,Churned,No longer needed,1
SUB005172,CUST03785,Pro,49,2024-07-07,,Active,,5
SUB005173,CUST03786,Business,149,2022-02-22,2023-01-18,Downgraded,,11
SUB005174,CUST03786,Pro,49,2023-01-18,2023-06-02,Churned,Budget cuts,4
SUB005175,CUST03787,Pro,49,2022-05-15,2022-08-21,Churned,Switched to competitor,3
SUB005176,CUST03788,Business,149,2022-05-27,2022-06-19,Churned,Switched to competitor,1
SUB005177,CUST03789,Business,149,2024-01-02,,Active,,12
SUB005178,CUST03790,Free,0,2023-12-12,2024-12-06,Upgraded,,12
SUB005179,CUST03790,Pro,49,2024-12-06,,Active,,1
SUB005180,CUST03791,Free,0,2022-05-31,2023-04-26,Upgraded,,11
SUB005181,CUST03791,Business,149,2023-04-26,2023-10-23,Downgraded,,6
SUB005182,CUST03791,Pro,49,2023-10-23,2024-04-23,Churned,Too expensive,6
SUB005183,CUST03792,Pro,49,2022-06-11,2022-11-08,Upgraded,,5
SUB005184,CUST03792,Business,149,2022-11-08,2023-02-06,Downgraded,,3
SUB005185,CUST03792,Free,0,2023-02-06,2024-07-19,Churned,No longer needed,17
SUB005186,CUST03793,Pro,49,2024-03-14,2024-04-02,Churned,Switched to competitor,1
SUB005187,CUST03794,Free,0,2024-10-04,,Active,,2
SUB005188,CUST03795,Free,0,2022-01-26,2022-09-04,Churned,Upgraded to paid,7
SUB005189,CUST03796,Business,149,2022-02-07,2024-01-28,Downgraded,,24
SUB005190,CUST03796,Pro,49,2024-01-28,2024-08-21,Churned,Technical issues,6
SUB005191,CUST03797,Business,149,2022-11-03,,Active,,26
SUB005192,CUST03798,Free,0,2022-11-25,2023-06-23,Upgraded,,7
SUB005193,CUST03798,Business,149,2023-06-23,,Active,,18
SUB005194,CUST03799,Business,149,2024-03-28,,Active,,9
SUB005195,CUST03800,Free,0,2024-06-29,2024-12-16,Churned,Switched to competitor,5
SUB005196,CUST03801,Business,149,2023-11-24,2025-01-02,Churned,Switched to competitor,13
SUB005197,CUST03802,Free,0,2023-02-22,,Active,,22
SUB005198,CUST03803,Free,0,2023-01-24,2023-06-09,Churned,No longer needed,4
SUB005199,CUST03804,Business,149,2022-04-20,2022-05-20,Downgraded,,1
SUB005200,CUST03804,Free,0,2022-05-20,2023-11-11,Upgraded,,18
SUB005201,CUST03804,Pro,49,2023-11-11,2023-12-11,Downgraded,,1
SUB005202,CUST03804,Free,0,2023-12-11,,Active,,12
SUB005203,CUST03805,Free,0,2024-09-16,2024-09-25,Churned,Switched to competitor,1
SUB005204,CUST03806,Pro,49,2022-08-29,2023-05-29,Churned,Switched to competitor,9
SUB005205,CUST03807,Free,0,2023-08-01,2024-03-08,Churned,Upgraded to paid,7
SUB005206,CUST03808,Free,0,2024-02-15,2024-08-13,Upgraded,,6
SUB005207,CUST03808,Pro,49,2024-08-13,,Active,,4
SUB005208,CUST03809,Free,0,2022-04-07,2024-01-09,Churned,Upgraded to paid,21
SUB005209,CUST03810,Business,149,2024-04-05,2024-12-31,Downgraded,,9
SUB005210,CUST03810,Pro,49,2024-12-31,,Active,,1
SUB005211,CUST03811,Pro,49,2022-02-07,2022-04-08,Downgraded,,2
SUB005212,CUST03811,Free,0,2022-04-08,2022-09-01,Churned,Switched to competitor,4
SUB005213,CUST03812,Free,0,2024-09-04,,Active,,3
SUB005214,CUST03813,Pro,49,2022-04-27,2024-12-07,Churned,Too expensive,31
SUB005215,CUST03814,Free,0,2023-02-07,2023-04-08,Upgraded,,2
SUB005216,CUST03814,Pro,49,2023-04-08,2023-05-13,Churned,Technical issues,1
SUB005217,CUST03815,Free,0,2023-11-26,2024-11-27,Churned,Upgraded to paid,12
SUB005218,CUST03816,Free,0,2024-04-15,2024-08-13,Upgraded,,4
SUB005219,CUST03816,Pro,49,2024-08-13,,Active,,4
SUB005220,CUST03817,Business,149,2024-02-09,,Active,,10
SUB005221,CUST03818,Free,0,2024-02-27,2024-07-26,Upgraded,,5
SUB005222,CUST03818,Pro,49,2024-07-26,,Active,,5
SUB005223,CUST03819,Pro,49,2024-07-07,2024-09-05,Upgraded,,2
SUB005224,CUST03819,Business,149,2024-09-05,,Active,,3
SUB005225,CUST03820,Free,0,2024-03-16,,Active,,9
SUB005226,CUST03821,Pro,49,2022-04-01,2022-09-18,Churned,Too expensive,5
SUB005227,CUST03822,Pro,49,2024-05-28,,Active,,7
SUB005228,CUST03823,Business,149,2023-03-20,,Active,,21
SUB005229,CUST03824,Free,0,2023-05-01,2023-07-30,Upgraded,,3
SUB005230,CUST03824,Pro,49,2023-07-30,2023-12-27,Upgraded,,5
SUB005231,CUST03824,Business,149,2023-12-27,,Active,,12
SUB005232,CUST03825,Business,149,2023-11-26,,Active,,13
SUB005233,CUST03826,Business,149,2024-08-15,,Active,,4
SUB005234,CUST03827,Pro,49,2023-01-18,2023-11-14,Downgraded,,10
SUB005235,CUST03827,Free,0,2023-11-14,2024-07-11,Upgraded,,8
SUB005236,CUST03827,Pro,49,2024-07-11,,Active,,5
SUB005237,CUST03828,Business,149,2022-03-30,2023-10-21,Downgraded,,19
SUB005238,CUST03828,Pro,49,2023-10-21,2024-05-01,Churned,Technical issues,6
SUB005239,CUST03829,Pro,49,2023-10-21,2023-12-23,Churned,Switched to competitor,2
SUB005240,CUST03830,Pro,49,2023-10-16,,Active,,14
SUB005241,CUST03831,Pro,49,2023-11-06,2025-01-02,Churned,Too expensive,14
SUB005242,CUST03832,Free,0,2022-09-05,2022-11-18,Churned,Upgraded to paid,2
SUB005243,CUST03833,Pro,49,2023-03-09,2023-07-07,Upgraded,,4
SUB005244,CUST03833,Business,149,2023-07-07,2024-05-20,Churned,Company shutdown,10
SUB005245,CUST03834,Pro,49,2022-11-18,2022-12-12,Churned,Too expensive,1
SUB005246,CUST03835,Pro,49,2024-10-07,2024-12-20,Churned,Too expensive,2
SUB005247,CUST03836,Business,149,2023-04-26,2024-02-09,Churned,Budget cuts,9
SUB005248,CUST03837,Free,0,2024-05-16,,Active,,7
SUB005249,CUST03838,Free,0,2024-05-13,,Active,,7
SUB005250,CUST03839,Free,0,2024-01-20,2024-04-19,Upgraded,,3
SUB005251,CUST03839,Pro,49,2024-04-19,2024-07-28,Churned,Too expensive,3
SUB005252,CUST03840,Pro,49,2022-01-09,2022-01-09,Downgraded,,1
SUB005253,CUST03840,Free,0,2022-01-09,2022-11-11,Churned,No longer needed,10
SUB005254,CUST03841,Free,0,2024-10-14,,Active,,2
SUB005255,CUST03842,Free,0,2022-05-07,2022-11-03,Upgraded,,6
SUB005256,CUST03842,Pro,49,2022-11-03,2023-08-30,Upgraded,,10
SUB005257,CUST03842,Business,149,2023-08-30,,Active,,16
SUB005258,CUST03843,Free,0,2023-10-31,2024-02-28,Upgraded,,4
SUB005259,CUST03843,Pro,49,2024-02-28,2024-06-02,Churned,Missing features,3
SUB005260,CUST03844,Free,0,2024-01-19,,Active,,11
SUB005261,CUST03845,Pro,49,2022-04-22,2023-04-17,Upgraded,,12
SUB005262,CUST03845,Business,149,2023-04-17,2024-04-01,Churned,Too expensive,11
SUB005263,CUST03846,Free,0,2024-03-25,2024-07-23,Upgraded,,4
SUB005264,CUST03846,Pro,49,2024-07-23,2024-12-13,Churned,Missing features,4
SUB005265,CUST03847,Free,0,2023-03-16,2023-04-15,Upgraded,,1
SUB005266,CUST03847,Pro,49,2023-04-15,,Active,,20
SUB005267,CUST03848,Pro,49,2023-10-23,2024-03-21,Downgraded,,5
SUB005268,CUST03848,Free,0,2024-03-21,,Active,,9
SUB005269,CUST03849,Pro,49,2024-03-21,,Active,,9
SUB005270,CUST03850,Business,149,2023-05-13,2023-09-10,Downgraded,,4
SUB005271,CUST03850,Free,0,2023-09-10,2024-08-02,Churned,No longer needed,10
SUB005272,CUST03851,Pro,49,2023-06-28,2024-08-21,Downgraded,,14
SUB005273,CUST03851,Free,0,2024-08-21,,Active,,4
SUB005274,CUST03852,Pro,49,2022-12-02,2023-02-24,Churned,Technical issues,2
SUB005275,CUST03853,Pro,49,2022-10-22,2024-01-15,Downgraded,,15
SUB005276,CUST03853,Free,0,2024-01-15,2024-05-31,Churned,Upgraded to paid,4
SUB005277,CUST03854,Pro,49,2023-03-07,2024-12-13,Churned,Budget cuts,21
SUB005278,CUST03855,Pro,49,2022-10-01,2022-10-07,Churned,Technical issues,1
SUB005279,CUST03856,Business,149,2023-01-18,2023-07-14,Churned,Missing features,5
SUB005280,CUST03857,Free,0,2022-11-23,2023-01-07,Churned,Upgraded to paid,1
SUB005281,CUST03858,Pro,49,2022-10-07,2022-12-30,Churned,Missing features,2
SUB005282,CUST03859,Free,0,2022-01-01,2022-04-17,Churned,No longer needed,3
SUB005283,CUST03860,Free,0,2023-07-26,2023-08-25,Upgraded,,1
SUB005284,CUST03860,Pro,49,2023-08-25,2024-11-29,Churned,Too expensive,15
SUB005285,CUST03861,Pro,49,2022-11-02,2023-01-31,Upgraded,,3
SUB005286,CUST03861,Business,149,2023-01-31,2024-11-02,Churned,Company shutdown,21
SUB005287,CUST03862,Free,0,2022-06-22,2022-07-22,Upgraded,,1
SUB005288,CUST03862,Pro,49,2022-07-22,2024-06-11,Upgraded,,23
SUB005289,CUST03862,Business,149,2024-06-11,,Active,,6
SUB005290,CUST03863,Pro,49,2024-06-25,2024-08-29,Churned,Budget cuts,2
SUB005291,CUST03864,Business,149,2023-03-29,2024-10-19,Downgraded,,19
SUB005292,CUST03864,Pro,49,2024-10-19,,Active,,2
SUB005293,CUST03865,Pro,49,2023-03-14,2023-04-13,Downgraded,,1
SUB005294,CUST03865,Free,0,2023-04-13,2023-07-12,Upgraded,,3
SUB005295,CUST03865,Pro,49,2023-07-12,2023-11-17,Churned,Technical issues,4
SUB005296,CUST03866,Pro,49,2022-11-05,2023-10-31,Downgraded,,12
SUB005297,CUST03866,Free,0,2023-10-31,2024-05-18,Churned,Switched to competitor,6
SUB005298,CUST03867,Pro,49,2022-06-04,2024-07-18,Churned,Switched to competitor,25
SUB005299,CUST03868,Free,0,2024-04-02,,Active,,9
SUB005300,CUST03869,Free,0,2023-03-01,2023-03-26,Churned,Switched to competitor,1
SUB005301,CUST03870,Free,0,2023-10-04,,Active,,15
SUB005302,CUST03871,Pro,49,2022-06-23,2024-08-09,Churned,Switched to competitor,25
SUB005303,CUST03872,Free,0,2022-04-20,2022-10-24,Churned,Upgraded to paid,6
SUB005304,CUST03873,Free,0,2024-08-27,,Active,,4
SUB005305,CUST03874,Business,149,2022-10-10,2023-05-08,Downgraded,,7
SUB005306,CUST03874,Pro,49,2023-05-08,,Active,,20
